"","ISO_code","county","date","grocery.pharmacy","parks","residential","retail.recreation","transitstations","workplace","ISO_name"
"531","PT","Overall",2020-03-08,-0.0575,0.04489,-0.00036,0.00931,-0.01411,-0.01319,"Portugal"
"532","PT","Overall",2020-03-09,-0.11303,-0.20761,0.00557,0.00042,-0.00296,-0.01938,"Portugal"
"533","PT","Overall",2020-03-10,-0.17062,-0.19987,0.00433,-0.00135,0.00028,-0.01049,"Portugal"
"534","PT","Overall",2020-03-11,-0.26322,-0.28731,0.00796,0.01212,0.01231,0.00348,"Portugal"
"535","PT","Overall",2020-03-12,-0.28238,-0.10264,0.03576,0.0868,0.10881,0.04261,"Portugal"
"536","PT","Overall",2020-03-13,-0.22862,0.10115,0.08962,0.26661,0.23886,0.10984,"Portugal"
"537","PT","Overall",2020-03-14,0.09557,0.3152,0.12941,0.47413,0.32952,0.15493,"Portugal"
"538","PT","Overall",2020-03-15,0.3256,0.58326,0.1481,0.62411,0.45788,0.23199,"Portugal"
"539","PT","Overall",2020-03-16,0.15887,0.39933,0.2192,0.4985,0.5099,0.40932,"Portugal"
"540","PT","Overall",2020-03-17,0.19627,0.44459,0.24206,0.54082,0.5615,0.47714,"Portugal"
"541","PT","Overall",2020-03-18,0.18864,0.38375,0.24487,0.5496,0.57029,0.5066,"Portugal"
"542","PT","Overall",2020-03-19,0.36022,0.53202,0.2979,0.66788,0.67979,0.5749,"Portugal"
"543","PT","Overall",2020-03-20,0.41615,0.69697,0.35885,0.77255,0.73502,0.60488,"Portugal"
"544","PT","Overall",2020-03-21,0.47637,0.7141,0.2569,0.80611,0.71587,0.55415,"Portugal"
"545","PT","Overall",2020-03-22,0.57599,0.72359,0.21595,0.83038,0.7449,0.51465,"Portugal"
"546","PT","Overall",2020-03-23,0.42501,0.59534,0.32436,0.7377,0.74282,0.61779,"Portugal"
"547","PT","Overall",2020-03-24,0.40215,0.59785,0.3277,0.73574,0.74077,0.63134,"Portugal"
"548","PT","Overall",2020-03-25,0.41565,0.58702,0.32421,0.73798,0.74525,0.63393,"Portugal"
"549","PT","Overall",2020-03-26,0.42202,0.60291,0.33424,0.74086,0.75544,0.64034,"Portugal"
"550","PT","Overall",2020-03-27,0.38899,0.62986,0.36283,0.75115,0.75555,0.6339,"Portugal"
"551","PT","Overall",2020-03-28,0.46814,0.72457,0.25112,0.79346,0.74004,0.55405,"Portugal"
"552","PT","Overall",2020-03-29,0.59471,0.80053,0.21825,0.83472,0.78486,0.5272,"Portugal"
"553","PT","Overall",2020-03-30,0.44595,0.71031,0.33383,0.74531,0.77667,0.63253,"Portugal"
"554","PT","Overall",2020-03-31,0.36058,0.68403,0.3295,0.71908,0.74886,0.63742,"Portugal"
"555","PT","Overall",2020-04-01,0.39794,0.67334,0.32973,0.72887,0.76082,0.64293,"Portugal"
"556","PT","Overall",2020-04-02,0.35491,0.57387,0.32759,0.70293,0.74142,0.64295,"Portugal"
"557","PT","Overall",2020-04-03,0.33994,0.60905,0.35564,0.72536,0.74804,0.63682,"Portugal"
"558","PT","Overall",2020-04-04,0.43887,0.77674,0.25233,0.78112,0.75357,0.55548,"Portugal"
"559","PT","Overall",2020-04-05,0.59636,0.87707,0.23198,0.84296,0.82451,0.55021,"Portugal"
"560","SE","Overall",2020-02-23,-0.00063,-0.23391,-0.00134,-0.01914,-0.00254,0.00563,"Sweden"
"561","SE","Overall",2020-02-24,-0.00377,-0.23533,0.00781,-0.01706,0.03115,0.04346,"Sweden"
"562","SE","Overall",2020-02-25,-0.08775,-0.08374,0.00657,-0.08132,0.02545,0.03844,"Sweden"
"563","SE","Overall",2020-02-26,-0.01915,-0.04301,0.00927,-0.04848,0.04987,0.04284,"Sweden"
"564","SE","Overall",2020-02-27,-0.04088,-0.1037,0.00916,-0.07374,0.0248,0.05037,"Sweden"
"565","SE","Overall",2020-02-28,-0.01645,-0.16077,0.00997,-0.06666,0.00958,0.06227,"Sweden"
"566","SE","Overall",2020-02-29,-0.03568,-0.08147,-0.00151,-0.0768,-0.0454,-0.00197,"Sweden"
"567","SE","Overall",2020-03-01,0.02106,0.06912,0.00746,0.00772,0.05556,0.0245,"Sweden"
"568","SE","Overall",2020-03-02,-0.02002,-0.10117,0.00913,-0.01102,0.02852,0.01951,"Sweden"
"569","SE","Overall",2020-03-03,-0.01879,-0.0487,0.00847,-0.00091,0.04146,0.01597,"Sweden"
"570","SE","Overall",2020-03-04,0.0055,0.02172,0.01421,0.02363,0.05287,0.01839,"Sweden"
"571","SE","Overall",2020-03-05,-0.02534,-0.07637,0.00998,-0.00473,0.0368,0.01725,"Sweden"
"572","SE","Overall",2020-03-06,-0.01304,-0.23937,0.00991,-0.022,0.00752,0.02035,"Sweden"
"573","SE","Overall",2020-03-07,-0.03901,-0.36017,0.00048,-0.05,-0.05885,-0.00332,"Sweden"
"574","SE","Overall",2020-03-08,0.01885,0.00256,0.00509,-0.00789,0.05767,0.01348,"Sweden"
"575","SE","Overall",2020-03-09,-0.00249,-0.08206,0.01121,0.02217,0.04779,0.00392,"Sweden"
"576","SE","Overall",2020-03-10,-0.00642,-0.03186,0.01065,0.03589,0.05752,-0.00234,"Sweden"
"577","SE","Overall",2020-03-11,-0.03985,-0.09582,0.01587,0.04362,0.07337,0.01253,"Sweden"
"578","SE","Overall",2020-03-12,-0.11182,0.1656,0.03831,0.11574,0.15857,0.04458,"Sweden"
"579","SE","Overall",2020-03-13,-0.08008,0.03553,0.05704,0.13108,0.19444,0.09553,"Sweden"
"580","SE","Overall",2020-03-14,-0.09217,-0.58854,0.03439,0.16623,0.13376,0.05739,"Sweden"
"581","SE","Overall",2020-03-15,0.01928,0.15072,0.04528,0.24936,0.30274,0.09906,"Sweden"
"582","SE","Overall",2020-03-16,-0.03119,-0.10768,0.07648,0.18569,0.25236,0.16728,"Sweden"
"583","SE","Overall",2020-03-17,-0.0039,-0.02458,0.09512,0.2442,0.31674,0.21214,"Sweden"
"584","SE","Overall",2020-03-18,0.03287,-0.00639,0.11431,0.26148,0.36746,0.26918,"Sweden"
"585","SE","Overall",2020-03-19,0.01914,-0.39592,0.11058,0.22254,0.34939,0.27606,"Sweden"
"586","SE","Overall",2020-03-20,0.05044,-0.1073,0.11735,0.23798,0.37516,0.28145,"Sweden"
"587","SE","Overall",2020-03-21,0.04942,-0.66435,0.0562,0.26298,0.27587,0.13063,"Sweden"
"588","SE","Overall",2020-03-22,0.08664,-0.57086,0.04833,0.26526,0.32794,0.14853,"Sweden"
"589","SE","Overall",2020-03-23,0.08376,-0.07902,0.11009,0.24754,0.38195,0.27394,"Sweden"
"590","SE","Overall",2020-03-24,0.07391,-0.22255,0.11267,0.25264,0.37393,0.27574,"Sweden"
"591","SE","Overall",2020-03-25,-0.0054,-0.24999,0.10913,0.18765,0.36347,0.27594,"Sweden"
"592","SE","Overall",2020-03-26,0.02053,-0.48354,0.11061,0.18377,0.35197,0.2843,"Sweden"
"593","SE","Overall",2020-03-27,0.04603,-0.4267,0.1116,0.18729,0.35318,0.28632,"Sweden"
"594","SE","Overall",2020-03-28,0.04081,-0.52437,0.05823,0.23655,0.29532,0.14576,"Sweden"
"595","SE","Overall",2020-03-29,0.09798,-0.42687,0.05445,0.24019,0.36464,0.17795,"Sweden"
"596","SE","Overall",2020-03-30,0.09603,-0.07902,0.11227,0.22493,0.39215,0.2908,"Sweden"
"597","SE","Overall",2020-03-31,0.06973,-0.27489,0.11059,0.21988,0.37359,0.28733,"Sweden"
"598","SE","Overall",2020-04-01,0.04899,-0.27469,0.11162,0.22459,0.37755,0.28753,"Sweden"
"599","SE","Overall",2020-04-02,0.07512,0.05909,0.12838,0.26672,0.42627,0.30196,"Sweden"
"600","SE","Overall",2020-04-03,0.06782,-0.0567,0.1263,0.25135,0.40714,0.30664,"Sweden"
"601","SE","Overall",2020-04-04,0.05392,-0.57533,0.0628,0.26517,0.31705,0.16099,"Sweden"
"602","SE","Overall",2020-04-05,0.09016,-0.69566,0.05718,0.24912,0.37335,0.17924,"Sweden"
