"","ISO_code","county","date","grocery.pharmacy","parks","residential","retail.recreation","transitstations","workplace","ISO_name"
"280","FR","Overall",2020-03-15,-0.22602,-0.14678,0.03501,0.37818,0.21474,0.08588,"France"
"281","FR","Overall",2020-03-16,-0.46106,0.15396,0.13475,0.42894,0.386,0.3598,"France"
"282","FR","Overall",2020-03-17,0.15239,0.40324,0.23666,0.68022,0.61108,0.55299,"France"
"283","FR","Overall",2020-03-18,0.45513,0.52783,0.28916,0.82854,0.75646,0.67307,"France"
"284","FR","Overall",2020-03-19,0.40972,0.56413,0.32009,0.82549,0.78371,0.70619,"France"
"285","FR","Overall",2020-03-20,0.41931,0.65654,0.36097,0.83385,0.80594,0.71018,"France"
"286","FR","Overall",2020-03-21,0.54411,0.7807,0.24483,0.88062,0.81893,0.5824,"France"
"287","FR","Overall",2020-03-22,0.63773,0.80093,0.18066,0.86342,0.83871,0.54842,"France"
"288","FR","Overall",2020-03-23,0.4079,0.64487,0.32016,0.81382,0.8188,0.73078,"France"
"289","FR","Overall",2020-03-24,0.4493,0.65191,0.33821,0.82672,0.82251,0.74031,"France"
"290","FR","Overall",2020-03-25,0.4852,0.66835,0.31693,0.84433,0.82738,0.73059,"France"
"291","FR","Overall",2020-03-26,0.45902,0.66919,0.34004,0.83772,0.83133,0.74018,"France"
"292","FR","Overall",2020-03-27,0.45849,0.67984,0.37389,0.83715,0.83676,0.73125,"France"
"293","FR","Overall",2020-03-28,0.55711,0.76285,0.24541,0.87553,0.83114,0.58993,"France"
"294","FR","Overall",2020-03-29,0.72567,0.81937,0.18207,0.88117,0.86774,0.56556,"France"
"295","FR","Overall",2020-03-30,0.46657,0.65716,0.3259,0.83698,0.83371,0.73662,"France"
"296","FR","Overall",2020-03-31,0.37703,0.61497,0.33429,0.89704,0.81725,0.736,"France"
"297","FR","Overall",2020-04-01,0.39098,0.61996,0.3098,0.90464,0.81385,0.71549,"France"
"298","FR","Overall",2020-04-02,0.3579,0.6171,0.33359,0.89827,0.81931,0.72884,"France"
"299","FR","Overall",2020-04-03,0.37883,0.65854,0.36699,0.8564,0.82175,0.71886,"France"
"300","FR","Overall",2020-04-04,0.45354,0.73319,0.23921,0.88481,0.80129,0.57102,"France"
"301","FR","Overall",2020-04-05,0.61679,0.73418,0.17515,0.8555,0.82137,0.52631,"France"
"302","GB","Overall",2020-02-23,0.0217,0.04555,-0.00313,0.00745,-0.02891,0.00827,"United_Kingdom"
"303","GB","Overall",2020-02-24,0.00715,0.08567,0.01405,0.03253,0.02182,0.02073,"United_Kingdom"
"304","GB","Overall",2020-02-25,-0.04227,-0.03412,0.00375,0.00775,-0.00616,-0.00573,"United_Kingdom"
"305","GB","Overall",2020-02-26,0.00277,-0.05691,0.00492,-0.00547,0.00663,-0.00669,"United_Kingdom"
"306","GB","Overall",2020-02-27,-0.00886,-0.07644,0.00484,-0.02213,-0.00079,-0.0019,"United_Kingdom"
"307","GB","Overall",2020-02-28,-0.00862,0.12759,0.01005,-0.00548,-5e-04,0.00674,"United_Kingdom"
"308","GB","Overall",2020-02-29,-0.00922,0.14245,0.00488,-0.01097,0.02323,-0.00384,"United_Kingdom"
"309","GB","Overall",2020-03-01,-0.01837,-0.14245,-0.007,-0.06664,-0.05363,-0.01343,"United_Kingdom"
"310","GB","Overall",2020-03-02,-0.03926,-0.13795,0.00124,-0.04499,4e-05,-0.00688,"United_Kingdom"
"311","GB","Overall",2020-03-03,-0.02587,-0.11366,0.00138,-0.02189,0.0099,-0.00883,"United_Kingdom"
"312","GB","Overall",2020-03-04,-0.0339,-0.01973,0.00579,-0.01926,0.0161,-0.008,"United_Kingdom"
"313","GB","Overall",2020-03-05,-0.0199,-0.01182,0.00708,0.00956,0.02849,-0.0042,"United_Kingdom"
"314","GB","Overall",2020-03-06,-0.05662,-0.22266,0.00125,-0.04709,-0.01189,-0.00613,"United_Kingdom"
"315","GB","Overall",2020-03-07,-0.01633,-0.06877,0.00022,0.00241,0.00507,-0.01351,"United_Kingdom"
"316","GB","Overall",2020-03-08,-0.02471,-0.15354,-0.00606,-0.03888,-0.02056,-0.01181,"United_Kingdom"
"317","GB","Overall",2020-03-09,-0.03676,-0.04197,0.00799,-0.00066,0.03271,-0.00065,"United_Kingdom"
"318","GB","Overall",2020-03-10,-0.04957,-0.03561,0.01082,0.01646,0.03999,0.00328,"United_Kingdom"
"319","GB","Overall",2020-03-11,-0.04849,-0.09594,0.01275,0.00161,0.05584,0.00339,"United_Kingdom"
"320","GB","Overall",2020-03-12,-0.10747,-0.05434,0.01655,0.01459,0.08139,0.01454,"United_Kingdom"
"321","GB","Overall",2020-03-13,-0.11275,-0.12494,0.02357,0.02188,0.09339,0.03954,"United_Kingdom"
"322","GB","Overall",2020-03-14,-0.07357,-0.00714,0.02435,0.10136,0.15168,0.0218,"United_Kingdom"
"323","GB","Overall",2020-03-15,-0.07003,0.01046,0.01871,0.10769,0.15989,0.03981,"United_Kingdom"
"324","GB","Overall",2020-03-16,-0.20087,-0.29393,0.03667,0.03014,0.16483,0.08724,"United_Kingdom"
"325","GB","Overall",2020-03-17,-0.20819,-0.06355,0.07492,0.15284,0.27094,0.16432,"United_Kingdom"
"326","GB","Overall",2020-03-18,-0.22442,0.03187,0.10422,0.21114,0.33885,0.22742,"United_Kingdom"
"327","GB","Overall",2020-03-19,-0.24158,-0.02442,0.11469,0.21474,0.36775,0.26914,"United_Kingdom"
"328","GB","Overall",2020-03-20,-0.09906,-0.06214,0.12754,0.28378,0.39581,0.28895,"United_Kingdom"
"329","GB","Overall",2020-03-21,-0.01295,-0.01691,0.10816,0.49794,0.46236,0.25286,"United_Kingdom"
"330","GB","Overall",2020-03-22,0.13571,-0.19626,0.08565,0.56504,0.46115,0.30025,"United_Kingdom"
"331","GB","Overall",2020-03-23,0.08065,-0.01421,0.17228,0.45196,0.52583,0.45557,"United_Kingdom"
"332","GB","Overall",2020-03-24,0.2366,0.14485,0.23678,0.70909,0.64264,0.58314,"United_Kingdom"
"333","GB","Overall",2020-03-25,0.25886,0.1188,0.26222,0.73421,0.68041,0.64089,"United_Kingdom"
"334","GB","Overall",2020-03-26,0.28109,0.10992,0.27092,0.74363,0.69922,0.66166,"United_Kingdom"
"335","GB","Overall",2020-03-27,0.28834,0.26384,0.28273,0.75882,0.70771,0.66482,"United_Kingdom"
"336","GB","Overall",2020-03-28,0.38819,0.54458,0.19718,0.83287,0.74088,0.57252,"United_Kingdom"
"337","GB","Overall",2020-03-29,0.45731,0.52445,0.15465,0.84897,0.7481,0.55396,"United_Kingdom"
"338","GB","Overall",2020-03-30,0.32292,0.32551,0.26678,0.74167,0.72657,0.69048,"United_Kingdom"
"339","GB","Overall",2020-03-31,0.30083,0.20763,0.27285,0.74216,0.7173,0.69608,"United_Kingdom"
"340","GB","Overall",2020-04-01,0.32131,0.28553,0.28235,0.7548,0.73085,0.69517,"United_Kingdom"
"341","GB","Overall",2020-04-02,0.31565,0.245,0.28548,0.75386,0.73584,0.69778,"United_Kingdom"
"342","GB","Overall",2020-04-03,0.29978,0.24971,0.28967,0.75899,0.71978,0.68754,"United_Kingdom"
"343","GB","Overall",2020-04-04,0.36275,0.37712,0.19274,0.8151,0.717,0.56841,"United_Kingdom"
"344","GB","Overall",2020-04-05,0.41064,0.28589,0.14861,0.82048,0.70511,0.53693,"United_Kingdom"
"345","GR","Overall",2020-02-23,-0.06571,-0.21758,-0.00401,-0.06851,-0.05983,-0.04189,"Greece"
"346","GR","Overall",2020-02-24,-0.02525,-0.26858,-0.00887,-0.05399,-0.07912,-0.03257,"Greece"
"347","GR","Overall",2020-02-25,-0.04493,-0.13138,-0.0082,-0.0052,-0.05028,-0.03348,"Greece"
"348","GR","Overall",2020-02-26,-0.12402,-0.14924,-0.00847,-0.02387,-0.04519,-0.03344,"Greece"
"349","GR","Overall",2020-02-27,-0.21756,-0.07603,-0.00667,-0.02779,-0.06955,-0.02936,"Greece"
"350","GR","Overall",2020-02-28,-0.17978,-0.07292,-0.0024,-0.00406,-0.07947,-0.01466,"Greece"
"351","GR","Overall",2020-02-29,-0.1972,-0.19151,-0.00097,-0.01692,-0.00904,-0.01081,"Greece"
"352","GR","Overall",2020-03-01,-0.31081,-0.84238,-0.01296,-0.2224,0.01347,-0.04638,"Greece"
"353","GR","Overall",2020-03-02,0.57159,-1.51974,0.03578,-0.11415,0.13671,0.67308,"Greece"
"354","GR","Overall",2020-03-03,-0.06815,-0.04654,-0.01357,0.04393,-0.05204,-0.01985,"Greece"
"355","GR","Overall",2020-03-04,-0.03843,0.00305,0.00414,0.02537,-0.00077,-0.03551,"Greece"
"356","GR","Overall",2020-03-05,-0.06543,-0.10746,0.00062,0.00303,-0.03599,-0.03509,"Greece"
"357","GR","Overall",2020-03-06,-0.03882,-0.08884,0.00718,0.0245,0.00915,-0.02605,"Greece"
"358","GR","Overall",2020-03-07,-0.01589,-0.05262,0.02,0.04361,0.06352,-0.0245,"Greece"
"359","GR","Overall",2020-03-08,-0.02398,-0.04518,0.02507,0.04148,0.07046,-0.01649,"Greece"
"360","GR","Overall",2020-03-09,-0.0143,0.09429,0.02338,0.10024,0.09546,0.00697,"Greece"
"361","GR","Overall",2020-03-10,-0.13405,-0.01436,0.00775,0.05529,0.04589,-0.01468,"Greece"
"362","GR","Overall",2020-03-11,-0.15759,-0.13219,0.04097,0.06428,0.13126,0.11462,"Greece"
"363","GR","Overall",2020-03-12,-0.21457,-0.14994,0.05318,0.12173,0.17179,0.13977,"Greece"
"364","GR","Overall",2020-03-13,-0.29493,-0.05716,0.08661,0.25322,0.26011,0.19147,"Greece"
"365","GR","Overall",2020-03-14,-0.11296,-0.0055,0.10806,0.54441,0.35247,0.25798,"Greece"
"366","GR","Overall",2020-03-15,0.13831,0.2531,0.13762,0.68922,0.47652,0.37105,"Greece"
"367","GR","Overall",2020-03-16,0.02357,0.28057,0.16238,0.53198,0.50761,0.39221,"Greece"
"368","GR","Overall",2020-03-17,0.13855,0.24687,0.17284,0.54188,0.5217,0.44073,"Greece"
"369","GR","Overall",2020-03-18,0.19632,0.21564,0.19244,0.64408,0.58625,0.48331,"Greece"
"370","GR","Overall",2020-03-19,0.15472,0.22597,0.20132,0.65129,0.5964,0.49401,"Greece"
"371","GR","Overall",2020-03-20,0.11846,0.26234,0.22342,0.669,0.60719,0.49967,"Greece"
"372","GR","Overall",2020-03-21,0.2413,0.32203,0.17743,0.7221,0.60727,0.44558,"Greece"
"373","GR","Overall",2020-03-22,-0.58721,0.40915,0.1581,0.72095,0.62809,0.41224,"Greece"
"374","GR","Overall",2020-03-23,0.28935,0.61417,0.24692,0.77006,0.74361,0.57355,"Greece"
"375","GR","Overall",2020-03-24,0.12191,0.59753,0.24796,0.76052,0.73063,0.58401,"Greece"
"376","GR","Overall",2020-03-25,0.8512,0.67352,0.33311,0.86145,0.85662,0.84384,"Greece"
"377","GR","Overall",2020-03-26,0.201,0.65386,0.26025,0.77762,0.75891,0.58135,"Greece"
"378","GR","Overall",2020-03-27,0.23188,0.67085,0.28944,0.79063,0.76849,0.58483,"Greece"
"379","GR","Overall",2020-03-28,0.23688,0.63169,0.22603,0.80036,0.74086,0.52515,"Greece"
"380","GR","Overall",2020-03-29,0.41515,0.54751,0.20144,0.80187,0.76136,0.53241,"Greece"
"381","GR","Overall",2020-03-30,0.17311,0.32138,0.22092,0.66197,0.68478,0.54521,"Greece"
"382","GR","Overall",2020-03-31,0.17538,0.4763,0.2293,0.70745,0.69604,0.55664,"Greece"
"383","GR","Overall",2020-04-01,0.23265,0.54438,0.24154,0.73392,0.7195,0.56984,"Greece"
"384","GR","Overall",2020-04-02,0.17553,0.48647,0.24159,0.72119,0.70393,0.56934,"Greece"
"385","GR","Overall",2020-04-03,0.16368,0.57631,0.27242,0.7795,0.73014,0.56936,"Greece"
"386","GR","Overall",2020-04-04,0.27764,0.73637,0.23508,0.84279,0.78178,0.54139,"Greece"
"387","GR","Overall",2020-04-05,0.4469,0.69985,0.21236,0.85239,0.80276,0.55533,"Greece"
"388","IT","Overall",2020-02-23,-0.16097,-0.23102,-0.00053,0.05321,-0.05668,-0.01039,"Italy"
"389","IT","Overall",2020-02-24,-0.23049,-0.22029,0.04057,0.04188,0.14728,0.13808,"Italy"
"390","IT","Overall",2020-02-25,-0.05021,-0.19674,0.0525,0.05968,0.1832,0.15111,"Italy"
"391","IT","Overall",2020-02-26,0.04901,0.05883,0.05701,0.13321,0.22806,0.12421,"Italy"
"392","IT","Overall",2020-02-27,0.0281,0.01197,0.05703,0.09629,0.2176,0.11868,"Italy"
"393","IT","Overall",2020-02-28,0.02317,-0.10541,0.05132,0.08008,0.19714,0.11754,"Italy"
"394","IT","Overall",2020-02-29,0.02055,-0.02298,0.03387,0.09951,0.16084,0.08568,"Italy"
"395","IT","Overall",2020-03-01,0.05297,0.29828,0.04263,0.18906,0.25722,0.05323,"Italy"
"396","IT","Overall",2020-03-02,0.06681,0.26136,0.0498,0.1344,0.24555,0.08544,"Italy"
"397","IT","Overall",2020-03-03,0.00941,0.08664,0.04285,0.06966,0.20722,0.08144,"Italy"
"398","IT","Overall",2020-03-04,-0.00673,-0.07909,0.03907,0.07308,0.18814,0.08039,"Italy"
"399","IT","Overall",2020-03-05,-0.00413,0.11704,0.0698,0.12314,0.2768,0.15825,"Italy"
"400","IT","Overall",2020-03-06,-0.00306,0.0777,0.07762,0.1479,0.28558,0.16697,"Italy"
"401","IT","Overall",2020-03-07,-0.01215,-0.01884,0.0602,0.19309,0.23916,0.15126,"Italy"
"402","IT","Overall",2020-03-08,-0.0257,-0.01227,0.06005,0.31595,0.27023,0.10463,"Italy"
"403","IT","Overall",2020-03-09,0.00816,0.2395,0.11412,0.30083,0.42452,0.23872,"Italy"
"404","IT","Overall",2020-03-10,0.02205,0.3194,0.15709,0.4309,0.50826,0.31301,"Italy"
"405","IT","Overall",2020-03-11,0.14413,0.31822,0.18679,0.52048,0.56781,0.37202,"Italy"
"406","IT","Overall",2020-03-12,0.23299,0.60649,0.24327,0.70373,0.67237,0.46828,"Italy"
"407","IT","Overall",2020-03-13,0.27722,0.63851,0.27581,0.74854,0.70957,0.52923,"Italy"
"408","IT","Overall",2020-03-14,0.42669,0.78398,0.25019,0.83471,0.76231,0.57763,"Italy"
"409","IT","Overall",2020-03-15,0.5979,0.81215,0.22118,0.90265,0.80235,0.55343,"Italy"
"410","IT","Overall",2020-03-16,0.36555,0.6747,0.27192,0.75117,0.74496,0.57751,"Italy"
"411","IT","Overall",2020-03-17,0.40927,0.68124,0.2859,0.77178,0.7565,0.60704,"Italy"
"412","IT","Overall",2020-03-18,0.43481,0.7077,0.2961,0.78851,0.76911,0.61395,"Italy"
"413","IT","Overall",2020-03-19,0.43675,0.74053,0.30748,0.79124,0.78082,0.62746,"Italy"
"414","IT","Overall",2020-03-20,0.40112,0.77389,0.32144,0.79956,0.78401,0.63325,"Italy"
"415","IT","Overall",2020-03-21,0.51561,0.85263,0.26517,0.86011,0.80485,0.62689,"Italy"
"416","IT","Overall",2020-03-22,0.84742,0.91568,0.24257,0.94909,0.86995,0.63502,"Italy"
"417","IT","Overall",2020-03-23,0.4547,0.8094,0.31656,0.80214,0.81086,0.68127,"Italy"
"418","IT","Overall",2020-03-24,0.48037,0.80263,0.32515,0.81489,0.80709,0.69266,"Italy"
"419","IT","Overall",2020-03-25,0.51426,0.8247,0.33662,0.83403,0.82042,0.70278,"Italy"
"420","IT","Overall",2020-03-26,0.51953,0.84127,0.35304,0.8429,0.83272,0.72407,"Italy"
"421","IT","Overall",2020-03-27,0.458,0.8244,0.36031,0.82871,0.82256,0.71342,"Italy"
"422","IT","Overall",2020-03-28,0.53754,0.85791,0.27389,0.86635,0.8165,0.64986,"Italy"
"423","IT","Overall",2020-03-29,0.84899,0.90319,0.23908,0.94615,0.86679,0.63364,"Italy"
"424","IT","Overall",2020-03-30,0.46866,0.79396,0.31961,0.81364,0.80786,0.69405,"Italy"
"425","IT","Overall",2020-03-31,0.42463,0.7779,0.32664,0.90537,0.79333,0.70285,"Italy"
"426","IT","Overall",2020-04-01,0.41222,0.77213,0.32962,0.9052,0.7869,0.69673,"Italy"
"427","IT","Overall",2020-04-02,0.4028,0.77384,0.337,0.90147,0.78893,0.69765,"Italy"
"428","IT","Overall",2020-04-03,0.37545,0.78525,0.34701,0.85065,0.79553,0.691,"Italy"
"429","IT","Overall",2020-04-04,0.4777,0.84548,0.26902,0.8863,0.80048,0.63192,"Italy"
"430","IT","Overall",2020-04-05,0.82206,0.89984,0.2406,0.95278,0.85985,0.62334,"Italy"
"431","NL","Overall",2020-02-23,0.10566,0.26363,0.00411,-0.00513,-0.01691,0.02572,"Netherlands"
"432","NL","Overall",2020-02-24,0.07467,-0.03559,0.03188,-0.09482,0.04462,0.20855,"Netherlands"
"433","NL","Overall",2020-02-25,-0.07747,-0.35052,0.02301,-0.15963,0.03845,0.16837,"Netherlands"
"434","NL","Overall",2020-02-26,0.00183,-0.08846,0.02139,-0.02905,0.06939,0.13294,"Netherlands"
"435","NL","Overall",2020-02-27,0.01906,0.08634,0.02937,0.0114,0.07626,0.12836,"Netherlands"
"436","NL","Overall",2020-02-28,-0.01538,-0.10824,0.02051,-0.0223,0.05025,0.12882,"Netherlands"
"437","NL","Overall",2020-02-29,-0.00972,0.06281,0.00808,0.03176,0.02664,0.02154,"Netherlands"
"438","NL","Overall",2020-03-01,-0.03567,-0.02395,0.00167,-0.03337,-0.0164,-0.00735,"Netherlands"
"439","NL","Overall",2020-03-02,0.01841,0.12138,0.01113,0.06089,0.01393,-0.01544,"Netherlands"
"440","NL","Overall",2020-03-03,-0.05944,-0.20211,0.00342,-0.02244,0.01996,-0.02296,"Netherlands"
"441","NL","Overall",2020-03-04,-0.02654,-0.21299,0.00174,-0.01614,0.00934,-0.02823,"Netherlands"
"442","NL","Overall",2020-03-05,0.0123,0.10987,0.01167,0.05439,0.03418,-0.02039,"Netherlands"
"443","NL","Overall",2020-03-06,-0.03592,-0.09818,0.00718,-0.00657,0.00751,-0.01868,"Netherlands"
"444","NL","Overall",2020-03-07,-0.01811,-0.38858,-0.00277,-0.02231,-0.02546,-0.00285,"Netherlands"
"445","NL","Overall",2020-03-08,-0.0133,0.05453,0.0083,0.01377,0.02677,0.00213,"Netherlands"
"446","NL","Overall",2020-03-09,-0.01628,-0.05872,0.01173,0.02556,0.04281,-0.00988,"Netherlands"
"447","NL","Overall",2020-03-10,-0.01651,0.05869,0.02476,0.06926,0.06377,0.01038,"Netherlands"
"448","NL","Overall",2020-03-11,-0.04305,-0.18259,0.0212,0.02275,0.07709,0.02172,"Netherlands"
"449","NL","Overall",2020-03-12,-0.11871,0.05111,0.03727,0.08622,0.11678,0.03264,"Netherlands"
"450","NL","Overall",2020-03-13,-0.23675,0.01955,0.06494,0.12288,0.25716,0.11167,"Netherlands"
"451","NL","Overall",2020-03-14,-0.08004,-0.20671,0.0583,0.18812,0.27859,0.0621,"Netherlands"
"452","NL","Overall",2020-03-15,-0.10637,-0.15436,0.05412,0.31675,0.32972,0.10662,"Netherlands"
"453","NL","Overall",2020-03-16,-0.15844,-0.32954,0.13588,0.25084,0.48638,0.37909,"Netherlands"
"454","NL","Overall",2020-03-17,-0.11378,-0.51213,0.15888,0.28748,0.53985,0.44039,"Netherlands"
"455","NL","Overall",2020-03-18,-0.03149,-0.34173,0.15542,0.34627,0.55321,0.44217,"Netherlands"
"456","NL","Overall",2020-03-19,-0.00961,-0.03119,0.1866,0.40603,0.61043,0.47312,"Netherlands"
"457","NL","Overall",2020-03-20,0.03002,0.05742,0.18528,0.44942,0.60581,0.45074,"Netherlands"
"458","NL","Overall",2020-03-21,0.08559,-0.24369,0.12092,0.48755,0.53936,0.26373,"Netherlands"
"459","NL","Overall",2020-03-22,0.1727,-0.1475,0.0956,0.59618,0.5722,0.31463,"Netherlands"
"460","NL","Overall",2020-03-23,0.089,-0.0374,0.1828,0.3765,0.64821,0.49593,"Netherlands"
"461","NL","Overall",2020-03-24,0.08878,-0.24599,0.19763,0.42328,0.65246,0.51907,"Netherlands"
"462","NL","Overall",2020-03-25,0.14662,-0.27332,0.18307,0.44896,0.63704,0.50757,"Netherlands"
"463","NL","Overall",2020-03-26,0.13814,-0.11305,0.20778,0.47556,0.66072,0.52642,"Netherlands"
"464","NL","Overall",2020-03-27,0.14065,-0.21606,0.19721,0.48504,0.63739,0.49497,"Netherlands"
"465","NL","Overall",2020-03-28,0.18574,-0.00735,0.13434,0.54399,0.60708,0.3018,"Netherlands"
"466","NL","Overall",2020-03-29,0.29354,0.29747,0.10986,0.6503,0.6782,0.35008,"Netherlands"
"467","NL","Overall",2020-03-30,0.20736,0.08234,0.19352,0.43938,0.67587,0.52255,"Netherlands"
"468","NL","Overall",2020-03-31,0.12703,-0.40671,0.19243,0.40537,0.64541,0.52332,"Netherlands"
"469","NL","Overall",2020-04-01,0.16468,-0.16076,0.18054,0.4362,0.64419,0.5006,"Netherlands"
"470","NL","Overall",2020-04-02,0.16059,0.04259,0.20721,0.47202,0.6749,0.52027,"Netherlands"
"471","NL","Overall",2020-04-03,0.13212,-0.00578,0.19612,0.48086,0.6533,0.48737,"Netherlands"
"472","NL","Overall",2020-04-04,0.1583,-0.13265,0.12633,0.50854,0.57245,0.28501,"Netherlands"
"473","NL","Overall",2020-04-05,0.16266,-0.41293,0.08329,0.54173,0.52032,0.28942,"Netherlands"
"474","NO","Overall",2020-02-23,-0.09387,0.0025,-0.01823,0.00863,-0.07221,0.01809,"Norway"
"475","NO","Overall",2020-02-24,-0.00608,-0.21161,0.00258,-0.0091,-0.02842,0.04683,"Norway"
"476","NO","Overall",2020-02-25,-0.01287,-0.13377,0.00519,-0.01317,0.00603,0.03994,"Norway"
"477","NO","Overall",2020-02-26,-0.01762,-0.23279,0.00091,-0.0172,-0.01238,0.03865,"Norway"
"478","NO","Overall",2020-02-27,-0.0255,-0.14378,0.0072,-0.00962,0.00336,0.05022,"Norway"
"479","NO","Overall",2020-02-28,-0.03038,-0.19827,0.00646,-0.01206,-0.01363,0.05248,"Norway"
"480","NO","Overall",2020-02-29,0.01201,-0.0239,0.00172,0.04165,-0.01623,0.01638,"Norway"
"481","NO","Overall",2020-03-01,-0.02175,0.30255,0.00317,0.09748,0.01023,0.01206,"Norway"
"482","NO","Overall",2020-03-02,-0.02175,-0.03906,0.00783,0.0173,-0.0021,0.01577,"Norway"
"483","NO","Overall",2020-03-03,-0.01097,-0.06484,0.00548,0.01032,0.01936,0.01256,"Norway"
"484","NO","Overall",2020-03-04,-0.0098,-0.08663,0.00868,0.02996,-0.00894,0.01733,"Norway"
"485","NO","Overall",2020-03-05,-0.04023,-0.26077,0.00212,-0.00275,-0.03198,0.01905,"Norway"
"486","NO","Overall",2020-03-06,-0.03247,-0.18199,0.00441,0.0243,-0.01613,0.01736,"Norway"
"487","NO","Overall",2020-03-07,-0.00366,-0.29176,0.00126,0.06612,-0.01203,0.01532,"Norway"
"488","NO","Overall",2020-03-08,0.01967,0.37542,0.0074,0.1074,0.0868,0.02002,"Norway"
"489","NO","Overall",2020-03-09,-0.01914,-0.1122,0.01056,0.03732,0.01708,0.01657,"Norway"
"490","NO","Overall",2020-03-10,-0.02384,0.03959,0.01673,0.05156,0.06959,0.01324,"Norway"
"491","NO","Overall",2020-03-11,-0.09185,-0.10317,0.02519,0.061,0.08663,0.02622,"Norway"
"492","NO","Overall",2020-03-12,-0.51564,0.01111,0.05327,0.06496,0.2017,0.10573,"Norway"
"493","NO","Overall",2020-03-13,-0.04704,-0.02965,0.14423,0.3367,0.38964,0.35593,"Norway"
"494","NO","Overall",2020-03-14,0.09438,-0.26438,0.08177,0.47148,0.36965,0.23001,"Norway"
"495","NO","Overall",2020-03-15,0.3856,0.49937,0.10713,0.71322,0.53692,0.27094,"Norway"
"496","NO","Overall",2020-03-16,0.08918,-0.21729,0.17604,0.39247,0.48767,0.47616,"Norway"
"497","NO","Overall",2020-03-17,0.14953,-0.10169,0.19261,0.44491,0.53528,0.51042,"Norway"
"498","NO","Overall",2020-03-18,0.15457,-0.18385,0.20091,0.4601,0.54979,0.51713,"Norway"
"499","NO","Overall",2020-03-19,0.11383,-0.24443,0.20384,0.43964,0.55847,0.52422,"Norway"
"500","NO","Overall",2020-03-20,0.12172,-0.30933,0.21078,0.44223,0.55484,0.51738,"Norway"
"501","NO","Overall",2020-03-21,0.09847,-0.80558,0.09208,0.49382,0.42387,0.33181,"Norway"
"502","NO","Overall",2020-03-22,0.32153,0.08216,0.11795,0.65467,0.56743,0.34236,"Norway"
"503","NO","Overall",2020-03-23,0.13681,0.01065,0.19565,0.41089,0.57742,0.52054,"Norway"
"504","NO","Overall",2020-03-24,0.14053,0.07644,0.20287,0.44812,0.58832,0.52639,"Norway"
"505","NO","Overall",2020-03-25,0.1261,-0.00265,0.20243,0.44576,0.57935,0.5189,"Norway"
"506","NO","Overall",2020-03-26,0.10428,-0.28953,0.19886,0.43394,0.56224,0.51797,"Norway"
"507","NO","Overall",2020-03-27,0.09387,-0.16513,0.20735,0.42137,0.57345,0.50348,"Norway"
"508","NO","Overall",2020-03-28,0.08117,-0.29027,0.102,0.46673,0.50196,0.33181,"Norway"
"509","NO","Overall",2020-03-29,0.31617,0.04751,0.11462,0.64669,0.57463,0.34284,"Norway"
"510","NO","Overall",2020-03-30,0.11014,-0.37068,0.17992,0.3658,0.52772,0.50891,"Norway"
"511","NO","Overall",2020-03-31,0.06646,-0.23479,0.18294,0.35648,0.52279,0.50676,"Norway"
"512","NO","Overall",2020-04-01,0.05582,-0.17856,0.18541,0.36329,0.53617,0.502,"Norway"
"513","NO","Overall",2020-04-02,0.03751,0.07385,0.19812,0.36986,0.58159,0.50552,"Norway"
"514","NO","Overall",2020-04-03,0.03387,-0.12908,0.1949,0.34825,0.53399,0.4904,"Norway"
"515","NO","Overall",2020-04-04,0.02997,-0.31915,0.09197,0.3974,0.4569,0.31015,"Norway"
"516","NO","Overall",2020-04-05,0.22171,-0.14181,0.10685,0.60539,0.52289,0.31943,"Norway"
"517","PT","Overall",2020-02-23,-0.04585,-0.54757,-0.03855,-0.08283,-0.15858,-0.01063,"Portugal"
"518","PT","Overall",2020-02-24,-0.12295,-0.79665,0.03492,-0.18501,0.02613,0.2778,"Portugal"
"519","PT","Overall",2020-02-25,0.00067,-0.33226,0.15881,0.0221,0.24543,0.65472,"Portugal"
"520","PT","Overall",2020-02-26,-0.03951,-0.24714,0.02302,0.00044,-0.02086,0.12616,"Portugal"
"521","PT","Overall",2020-02-27,-0.05509,-0.2685,-0.00452,-0.04442,-0.05693,-0.00427,"Portugal"
"522","PT","Overall",2020-02-28,-0.09593,-0.24571,-0.01009,-0.02092,-0.06332,-0.00766,"Portugal"
"523","PT","Overall",2020-02-29,-0.06713,0.04946,0.00546,0.00126,-0.02996,-0.01027,"Portugal"
"524","PT","Overall",2020-03-01,-0.02618,0.33119,0.02199,0.07585,0.01346,0.00479,"Portugal"
"525","PT","Overall",2020-03-02,-0.08856,-0.08147,0.00044,-0.02547,-0.0402,-0.03499,"Portugal"
"526","PT","Overall",2020-03-03,-0.06939,0.02602,0.00185,0.00664,-0.01264,-0.02657,"Portugal"
"527","PT","Overall",2020-03-04,-0.07093,-0.15299,-0.00436,-0.02164,-0.05105,-0.02456,"Portugal"
"528","PT","Overall",2020-03-05,-0.08038,-0.13767,-0.00449,-0.0301,-0.04704,-0.02295,"Portugal"
"529","PT","Overall",2020-03-06,-0.06954,-0.13843,-0.00775,-0.00061,-0.0489,-0.01783,"Portugal"
"530","PT","Overall",2020-03-07,-0.043,-0.27238,-0.01251,-0.03204,-0.0726,-0.01702,"Portugal"
